MPO_term	cluster_label	MPO_label
MP:0002206	3848	abnormal CNS synaptic transmission
MP:0008475	6708	intermingled spleen red and white pulp
MP:0030835	1208	abnormal ankle joint morphology
MP:0003864	1207	abnormal midbrain development
MP:0012328	5140	decreased circulating factor VIII level
MP:0002269	4064	muscular atrophy
MP:0003401	55	enlarged tail bud
MP:0011243	4759	decreased fetal derived definitive erythrocyte cell number
MP:0011963	5337	abnormal total retina thickness
MP:0002379	2430	abnormal oropharyngeal lymphoid tissue morphology
MP:0002910	2850	abnormal excitatory postsynaptic currents
MP:0009146	660	abnormal pancreatic acinar cell morphology
MP:0011323	345	abnormal renal vein morphology
MP:0002726	4458	abnormal pulmonary vein morphology
MP:0014109	88	increased pancreatic alpha cell proliferation
MP:0005357	3045	novel environmental response-related retropulsion
MP:0009885	1088	abnormal palatal shelf elevation
MP:0008221	5966	abnormal hippocampal commissure morphology
MP:0031454	3732	decreased cranial neural crest cell apoptosis
MP:0009174	1421	absent pancreatic beta cells
MP:0008698	3736	abnormal interleukin-4 secretion
MP:0008158	3596	increased diameter of femur
MP:0011753	176	decreased podocyte number
MP:0005205	2336	abnormal eye anterior chamber morphology
MP:0000474	1144	abnormal foregut morphology
MP:0009884	917	palatal shelf fusion with tongue or mandible
MP:0003139	5356	patent ductus arteriosus
MP:0003510	1302	decreased circulating dihydrotestosterone level
MP:0030177	969	absent levator labii superioris muscle
MP:0020141	1320	decreased brain external capsule size
MP:0030977	673	impaired sperm-egg recognition
MP:0004616	429	lumbar vertebral transformation
MP:0031366	104	decreased prostate gland dorsolateral lobe weight
MP:0030486	694	abnormal osteocyte canaliculus morphology
MP:0011286	2627	decreased circulating erythropoietin level
MP:0012009	4679	early parturition
MP:0002367	122	abnormal thymus lobule morphology
MP:0001849	4237	ear inflammation
MP:0031358	3953	decreased urine output
MP:0008862	4571	asymmetric snout
MP:0012231	1952	abnormal ganglioside level
MP:0006085	1866	myocardium necrosis
MP:0001525	3330	impaired balance
MP:0008527	1417	embryonic lethality at implantation
MP:0004780	5602	abnormal surfactant secretion
MP:0000339	524	decreased enterocyte cell number
MP:0000215	3944	absent erythrocytes
MP:0001300	1571	ocular hypertelorism
MP:0013009	2289	increased vagal neural crest cell apoptosis
MP:0030747	281	increased leucine level
MP:0008030	4170	abnormal Cajal-Retzius cell morphology
MP:0011799	3207	increased urinary bladder weight
MP:0002061	4073	abnormal aggression-related behavior
MP:0010292	3038	increased alimentary system tumor incidence
MP:0001781	3377	abnormal white adipose tissue amount
MP:0014060	6924	abnormal platelet alpha-granule morphology
MP:0012234	1415	abnormal hepatic diverticulum morphology
MP:0002500	4950	granulomatous inflammation
MP:0010035	2159	increased erythrocyte clearance
MP:0009671	5991	abnormal uterus physiology
MP:0004844	3564	abnormal vestibuloocular reflex
MP:0004030	2021	induced chromosome breakage
MP:0004789	6524	increased bile salt level
MP:0008322	3097	abnormal somatotroph morphology
MP:0010337	666	increased chronic lymphocytic leukemia incidence
MP:0009352	2273	impaired spacing of implantation sites
MP:0030983	2574	failure of copulatory plug deposition
MP:0006281	4578	abnormal tail development
MP:0030154	3345	abnormal tympanic cavity morphology
MP:0006258	6197	abnormal circumvallate papillae morphology
MP:0030424	3069	premature palatomaxillary suture closure
MP:0001523	3357	impaired righting response
MP:0003634	2825	abnormal glial cell morphology
MP:0002713	842	abnormal glycogen catabolism
MP:0009184	3412	abnormal PP cell morphology
MP:0030393	4692	delayed fontanelle closure
MP:0000132	2518	thickened long bone epiphysis
MP:0004648	5958	decreased thoracic vertebrae number
MP:0011200	407	abnormal extraembryonic coelom morphology
MP:0004426	2566	abnormal cochlear labyrinth morphology
MP:0013462	1355	abnormal conjunctiva goblet cell number
MP:0012066	3142	decreased astrocyte number
MP:0008878	6654	abnormal DNA methylation during gametogenesis
MP:0008705	1471	increased interleukin-6 secretion
MP:0020413	2259	increased amnion apoptosis
MP:0003126	2134	abnormal external female genitalia morphology
MP:0030032	3120	high forehead
MP:0010165	859	abnormal response to stress-induced hyperthermia
MP:0010554	704	shortened HV interval
MP:0020341	6153	abnormal circulating hyaluronic acid level
MP:0013242	2302	abnormal amino acid metabolism
MP:0020597	1394	increased cerebral cortex total cell area
MP:0001413	6941	abnormal response to new environment
MP:0012679	2819	absent third ventricle
MP:0009398	6782	abnormal skeletal muscle fiber size
MP:0030671	4680	decreased circulating phenylalanine level
MP:0008069	7099	abnormal joint mobility
MP:0010159	619	abnormal enterocyte differentiation
MP:0005237	1062	abnormal olfactory tract morphology
MP:0011366	6982	absent metanephros
MP:0010872	1159	increased trabecular bone mass
MP:0005305	851	prostate gland anterior lobe hyperplasia
MP:0002925	7122	abnormal cardiovascular development
MP:0008486	425	decreased muscle spindle number
MP:0021024	2817	abnormal cerebrospinal fluid physiology
MP:0013659	3380	abnormal erythroid lineage cell morphology
MP:0030673	5168	increased circulating alanine level
MP:0003056	67	abnormal hyoid bone morphology
MP:0014079	7133	decreased small intestinal villus number
MP:0005636	5687	abnormal mineral homeostasis
MP:0030762	4577	decreased adrenaline level
MP:0002292	2815	abnormal gestational length
MP:0014147	4433	lacrimal gland necrosis
MP:0000425	5857	loss of eyelid cilia
MP:0012747	150	abnormal cardiac neural crest cell morphology
MP:0009974	4456	decreased cerebral cortex pyramidal cell number
MP:0013289	6555	abnormal mitotic cytokinesis
MP:0004253	3517	bifid atrial appendage
MP:0002359	209	abnormal spleen germinal center morphology
MP:0004737	2020	absent distortion product otoacoustic emissions
MP:0020855	6998	decreased corneal epithelium thickness
MP:0013308	3399	decreased adrenal gland weight
MP:0020220	4331	decreased tear production
MP:0001872	4139	sinus inflammation
MP:0001270	1507	distended abdomen
MP:0004302	2717	abnormal Deiters cell morphology
MP:0013700	2233	abnormal mature NK cell morphology
MP:0013813	4223	dilated hepatic portal vein
MP:0008994	724	early vaginal opening
MP:0008458	3825	abnormal cortical ventricular zone morphology
MP:0011676	5617	aortic arch obstruction
MP:0000569	941	abnormal digit pigmentation
MP:0001082	476	abnormal geniculate ganglion morphology
MP:0012004	4556	abnormal septum pellucidum morphology
MP:0020161	5115	increased vascular endothelial cell proliferation
MP:0014063	7112	Lafora bodies
MP:0009542	3986	decreased thymocyte apoptosis
MP:0010799	4507	stomach mucosa hyperplasia
MP:0002191	709	abnormal artery morphology
MP:0002964	350	aortic elastic tissue lesions
MP:0008782	1409	increased B cell apoptosis
MP:0009482	4508	ileum inflammation
MP:0010155	594	abnormal intestine physiology
MP:0004994	906	abnormal brain wave pattern
MP:0020985	379	increased circulating factor XI level
MP:0006048	18	pulmonary valve regurgitation
MP:0014219	2954	decreased intestinal mucosa thickness
MP:0000439	1303	enlarged cranium
MP:0009660	5829	abnormal induced retina neovascularization
MP:0005441	2318	increased urine calcium level
MP:0006044	3176	tricuspid valve regurgitation
MP:0014142	78	increased body fat mass
MP:0012750	1778	absent cardiac neural crest cells
MP:0010132	553	decreased DN2 thymocyte number
MP:0000648	1198	absent sebaceous gland
MP:0030939	5607	abnormal autophagosome formation
MP:0012558	3148	increased calcium uptake by cardiac muscle
MP:0011566	5644	abnormal complement protein level
MP:0000733	1940	abnormal muscle development
MP:0014061	605	ethmocephaly
MP:0030593	152	abnormal manganese level
MP:0000062	2354	increased bone mineral density
MP:0010209	808	abnormal circulating chemokine level
MP:0030740	2454	decreased circulating glutamic acid level
MP:0009821	1452	abnormal vestibular aqueduct morphology
MP:0009105	5427	penis prolapse
MP:0012197	255	impaired myofibroblast differentiation
MP:0010730	38	absent odontoid process
MP:0010479	5091	brain aneurysm
MP:0006164	1252	ectropion
MP:0003726	6474	decreased autoantibody level
MP:0011773	1871	abnormal urinary bladder blood vessel morphology
MP:0004882	2929	enlarged lung
MP:0002210	5211	abnormal sex determination
MP:0000024	600	lowered ear position
MP:0003436	1494	decreased susceptibility to induced arthritis
MP:0013011	1258	absent vagal neural crest cells
MP:0013875	6895	increased trigeminal neuroma incidence
MP:0020151	5090	abnormal circulating non-HDL cholesterol level
MP:0031010	5591	failure of sperm-egg fusion
MP:0011875	348	absent stomach
MP:0031345	4700	developmental cataract
MP:0030347	1580	mandibular prominence hypoplasia
MP:0011861	1394	increased cranium height
MP:0005025	2791	abnormal response to infection
MP:0005304	550	bulbourethral gland cyst
MP:0009452	5609	abnormal synaptonemal complex
MP:0013579	3488	increased adrenal gland apoptosis
MP:0001095	3003	enlarged trigeminal ganglion
MP:0030080	5364	small lower incisors
MP:0004046	1152	abnormal mitosis
MP:0004701	2742	decreased circulating insulin-like growth factor I level
MP:0010029	2472	abnormal basicranium morphology
MP:0008073	2441	abnormal CD4-positive, alpha-beta T cell number
MP:0004205	6211	absent hyoid bone
MP:0004728	800	abnormal efferent ductules of testis morphology
MP:0003313	2652	abnormal locomotor activation
MP:0020477	3810	abnormal locomotor circadian rhythm
MP:0011440	66	increased kidney cell proliferation
MP:0008506	2788	abnormal noradrenergic chromaffin cell morphology
MP:0009164	4685	exocrine pancreas atrophy
MP:0021095	410	abnormal dorsal interneuron 4 morphology
MP:0009688	3103	abnormal spinal cord central canal morphology
MP:0006222	3994	optic neuropathy
MP:0005193	518	abnormal anterior eye segment morphology
MP:0003947	6068	abnormal cholesterol level
MP:0000388	3587	absent hair follicle inner root sheath
MP:0003925	210	abnormal cellular glucose uptake
MP:0009625	62	abnormal abdominal lymph node morphology
MP:0000696	5732	abnormal Peyer's patch morphology
MP:0003535	826	absent vagina
MP:0008987	4662	abnormal liver lobule morphology
MP:0009165	6697	abnormal endocrine pancreas morphology
MP:0030168	2646	thin upper lip
MP:0002118	1953	abnormal lipid homeostasis
MP:0010187	4899	decreased T follicular helper cell number
MP:0003628	1259	abnormal leukocyte adhesion
MP:0006213	269	shallow orbits
MP:0005325	640	abnormal renal glomerulus morphology
MP:0002347	6239	abnormal lymph node T cell domain morphology
MP:0010686	4600	abnormal hair follicle matrix region morphology
MP:0010273	358	increased classified tumor incidence
MP:0010910	916	bronchiolar epithelial hyperplasia
MP:0009934	493	abnormal hind foot hair pigmentation
MP:0030622	3000	increased cysteine level
MP:0012136	5232	absent forebrain
MP:0006117	539	aortic valve stenosis
MP:0009190	813	increased pancreatic epsilon cell number
MP:0020393	4227	increased neuronal precursor proliferation
MP:0010893	2222	abnormal posterior commissure morphology
MP:0008712	6670	decreased interleukin-9 secretion
MP:0008772	517	increased heart ventricle size
MP:0013744	3425	abnormal conjunctival sac morphology
MP:0010715	298	retina coloboma
MP:0013719	1838	pale mammary gland
MP:0003335	5132	exocrine pancreatic insufficiency
MP:0008571	2577	abnormal synaptic bouton morphology
MP:0011041	1024	abnormal vertical vestibuloocular reflex
MP:0012455	1852	increased mammillothalamic tract size
MP:0013436	1402	increased CD8-positive, naive alpha-beta T cell number
MP:0002293	4480	long gestation period
MP:0004004	3099	patent ductus venosus
MP:0014032	2053	abnormal mucous gland morphology
MP:0004762	1002	increased anti-double stranded DNA antibody level
MP:0012157	2040	rostral body truncation
MP:0000135	1888	decreased compact bone thickness
MP:0008893	4248	detached sperm flagellum
MP:0013001	3343	abnormal enteric neural crest cell morphology
MP:0008267	5349	abnormal hippocampus CA3 region morphology
MP:0011226	244	abnormal thiamin level
MP:0010515	3802	abnormal Q wave
MP:0001863	5067	blood vessel inflammation
MP:0011359	5406	decreased glomerular capillary number
MP:0006084	6611	abnormal circulating phospholipid level
MP:0030826	6349	decreased femur weight
MP:0004773	1954	abnormal bile composition
MP:0005296	1860	abnormal humerus morphology
MP:0002013	1481	increased pilomatricoma incidence
MP:0003869	1240	ectopic cartilage
MP:0011868	4084	podocyte microvillus transformation
MP:0030992	3062	atrioventricular cushion hypoplasia
MP:0020923	3181	decreased susceptibility to Parvoviridae infection
MP:0008494	2915	absence of all nails
MP:0004265	3237	abnormal placental transport
MP:0005022	4243	abnormal immature B cell morphology
MP:0013696	5803	increased granulocyte monocyte progenitor cell number
MP:0004203	3750	abnormal cranial flexure morphology
MP:0013205	372	abnormal nonmotile primary cilium morphology
MP:0030127	2544	small stapes
MP:0031324	3353	delayed liver regeneration
MP:0020864	171	premature suckling reflex loss
MP:0030628	1536	increased methylmalonic acid level
MP:0011240	648	abnormal fetal derived definitive erythrocyte morphology
MP:0014149	1027	abnormal lacrimal gland innervation pattern
MP:0008041	6019	absent NK T cells
MP:0009308	494	increased adenocarcinoma incidence
MP:0030773	2245	decreased urine noradrenaline level
MP:0005018	2014	decreased T cell number
MP:0006409	5935	vestibular ganglion hypoplasia
MP:0000245	2452	abnormal erythropoiesis
MP:0003643	3418	spleen atrophy
MP:0010186	183	increased T follicular helper cell number
MP:0030789	2142	abnormal femur neck morphology
MP:0000661	885	small prostate gland ventral lobe
MP:0002732	1286	increased trichoepithelioma incidence
MP:0011090	5114	perinatal lethality, incomplete penetrance
MP:0004683	560	absent intervertebral disk
MP:0003972	6682	decreased pituitary hormone level
MP:0002768	4930	small adrenal glands
MP:0020573	3857	abnormal corpus callosum size
MP:0011420	1287	pyuria
MP:0004881	2333	abnormal lung size
MP:0004063	4271	dilated heart left atrium
MP:0013394	2905	abnormal palpebral conjunctiva morphology
MP:0004268	1158	abnormal optic stalk morphology
MP:0009310	103	increased large intestine adenocarcinoma incidence
MP:0003446	2623	renal hypoplasia
MP:0020523	4153	decreased susceptibility to induced hypothermia
MP:0013740	3870	Meibomian gland hyperplasia
MP:0002629	5302	hyperactivity elicited by ethanol administration
MP:0002316	3835	anoxia
MP:0030351	547	wide coronal suture
MP:0010358	3966	abnormal free fatty acids level
MP:0002337	1597	abnormal whole-body plethysmography
MP:0004149	6860	increased bone strength
MP:0008682	5130	decreased interleukin-17 secretion
MP:0003010	2961	decreased mortality induced by ionizing radiation
MP:0003543	3943	abnormal vascular endothelial cell differentiation
MP:0003144	526	decreased otolith number
MP:0002670	4	absent scrotum
MP:0008294	6332	abnormal adrenal gland zona fasciculata morphology
