HPO_term	cluster_label	HPO_label
HP:0003566	3723	Increased serum prostaglandin E2
HP:0031245	53	Productive cough
HP:0033213	4057	Elevated urine suberic acid level
HP:0410151	739	Eosinophilic infiltration of the esophagus
HP:0010913	4040	Hyperisoleucinemia
HP:0001586	5043	Vesicovaginal fistula
HP:0001080	923	Biliary tract abnormality
HP:0011830	2680	Abnormal oral mucosa morphology
HP:0001413	2125	Micronodular cirrhosis
HP:0032244	1222	Decreased serum thromboxane B2
HP:0034309	3448	Multiflagellar spermatozoa
HP:0010614	5260	Fibroma
HP:0011351	2754	Moderate receptive language delay
HP:0000722	3154	Compulsive behaviors
HP:0031945	263	Elevated circulating N,N-dimethylglycine concentration
HP:0000689	2145	Dental malocclusion
HP:0008469	1754	Cervical vertebral dysplasia
HP:0001483	689	Eye poking
HP:0011136	1295	Aplasia of the sweat glands
HP:0001987	3945	Hyperammonemia
HP:0005109	1451	Abnormality of the Achilles tendon
HP:0006279	5416	Beta-cell dysfunction
HP:0004467	3403	Preauricular pit
HP:0001371	5033	Flexion contracture
HP:0011842	528	Abnormal skeletal morphology
HP:0001436	44	Abnormality of the foot musculature
HP:0002665	3946	Lymphoma
HP:0005920	498	Abnormal epiphysis morphology of the phalanges of the hand
HP:0034397	1641	Claw toe deformity
HP:0025124	3409	Fragile teeth
HP:0031464	1884	Genital blistering
HP:0012204	1793	Recurrent vulvovaginal candidiasis
HP:0410252	2566	Chronic neutropenia
HP:0002038	1	Protein avoidance
HP:0006688	2434	Paroxysmal tachycardia
HP:0100255	524	Metaphyseal dysplasia
HP:0003495	1527	GM2-ganglioside accumulation
HP:0032313	2647	Frontotemporal hypertrichosis
HP:0002132	720	Porencephalic cyst
HP:0000811	632	Abnormal external genitalia
HP:0001347	4753	Hyperreflexia
HP:0012307	4255	Spatulate ribs
HP:0003337	1482	Reduced prothrombin consumption
HP:0010807	2698	Open bite
HP:0001477	987	Compensatory chin elevation
HP:0000309	2655	Abnormal midface morphology
HP:0009593	1169	Peripheral schwannoma
HP:6000088	2363	Reduced muscle alpha-1,4-glucosidase activity
HP:0009891	3716	Underdeveloped supraorbital ridges
HP:0010502	5389	Fibular bowing
HP:0008214	1986	Decreased serum estradiol
HP:0001772	918	Talipes equinovalgus
HP:0002960	1068	Autoimmunity
HP:0003159	129	Hyperoxaluria
HP:0010529	2056	Echolalia
HP:0000239	508	Large fontanelles
HP:0004611	4586	Anterior concavity of thoracic vertebrae
HP:0031793	2563	Increased serum leptin
HP:0033204	721	Triceps hyperreflexia
HP:0000465	2089	Webbed neck
HP:0000890	3297	Long clavicles
HP:0100494	137	Abnormal mast cell morphology
HP:0011893	1042	Abnormal leukocyte count
HP:0000666	4063	Horizontal nystagmus
HP:0000297	1041	Facial hypotonia
HP:0005259	517	Abnormal facility in opposing the shoulders
HP:0006585	3034	Congenital pseudoarthrosis of the clavicle
HP:0006573	4011	Acute hepatic steatosis
HP:0033325	64	Elevated circulating sebacic acid concentration
HP:0001783	2570	Broad metatarsal
HP:0030840	4961	Ankle pain
HP:0002980	658	Femoral bowing
HP:0005021	4264	Bilateral elbow dislocations
HP:0010459	2358	True hermaphroditism
HP:0200026	139	Ocular pain
HP:0031951	2212	Nocturnal seizures
HP:0006827	5268	Atrophy of the spinal cord
HP:0000869	3986	Secondary amenorrhea
HP:0012662	1535	Parietal hypometabolism in FDG PET
HP:0012389	1028	Appendicular hypotonia
HP:0003768	479	Periodic paralysis
HP:0000320	2356	Bird-like facies
HP:0010990	3927	Abnormality of the common coagulation pathway
HP:0009797	2164	Cholesteatoma
HP:0004812	3309	B Acute Lymphoblastic Leukemia
HP:0000022	2464	Abnormal male internal genitalia morphology
HP:0008407	2065	Hyperconvex thumb nails
HP:0011817	375	Basal encephalocele
HP:0031544	4966	Elevated circulating palmitoleylcarnitine concentration
HP:0003015	522	Flared metaphysis
HP:0032067	1666	Elevated serum bicarbonate concentration
HP:0031268	2389	Decreased CD69 upregulation upon TCR activation
HP:0000904	2128	Flaring of rib cage
HP:0004689	1956	Short fourth metatarsal
HP:0011658	1646	Double outlet right ventricle with subpulmonary ventricular septal defect without pulmonary stenosis
HP:0040261	3250	Increased size of nasopharyngeal adenoids
HP:0001363	3629	Craniosynostosis
HP:0008113	1996	Multiple plantar creases
HP:0001743	4895	Abnormality of the spleen
HP:0005312	260	Pulmonary aterial intimal fibrosis
HP:0005872	3342	Brachytelomesophalangy
HP:0010704	927	1-2 finger syndactyly
HP:0009905	1907	Thin ear helix
HP:0006362	1843	Varus deformity of humeral neck
HP:0009924	5005	Aplasia/Hypoplasia involving the nose
HP:0034054	514	Probst bundles
HP:0003357	1421	Thymic hormone decreased
HP:0008416	3785	Six lumbar vertebrae
HP:0003072	2623	Hypercalcemia
HP:0030816	1908	Gingival recession
HP:0001896	5450	Reticulocytopenia
HP:0006185	3302	Enlarged proximal interphalangeal joints
HP:0002134	654	Abnormal basal ganglia morphology
HP:0025178	332	Subpleural interstitial thickening
HP:0000485	1815	Megalocornea
HP:0003187	35	Breast hypoplasia
HP:0012067	1344	Glycopeptiduria
HP:0410216	2894	Abnormal blood 5-methyltetrahydrofolate level
HP:0034270	2056	Serrated incisors
HP:0031984	977	Esophageal food impaction
HP:0030392	4722	Choroid plexus carcinoma
HP:0100867	146	Duodenal stenosis
HP:0005419	5410	Decreased T cell activation
HP:0011680	279	Single ventricle of indeterminate morphology
HP:0100730	1485	Bronchogenic cyst
HP:0007802	400	Granular corneal dystrophy
HP:0006965	2307	Acute necrotizing encephalopathy
HP:0005155	4727	Ventricular escape rhythm
HP:0000180	194	Lobulated tongue
HP:0003722	2184	Neck flexor weakness
HP:0006398	408	Flat distal femoral epiphysis
HP:0009640	3043	Synostosis of the proximal phalanx of the thumb with the 1st metacarpal
HP:0010293	255	Aplasia/Hypoplasia of the uvula
HP:0000790	1982	Hematuria
HP:0010622	226	Neoplasm of the skeletal system
HP:0011161	2652	Focal sensory seizure with olfactory features
HP:0004309	159	Ventricular preexcitation
HP:0033001	430	Laryngeal papilloma
HP:0003027	2446	Mesomelia
HP:0008227	499	Pituitary resistance to thyroid hormone
HP:0001106	5316	Periorbital hyperpigmentation
HP:0034337	2975	Claw hand deformity
HP:0007461	2577	Hemangiomatosis
HP:0040084	346	Abnormal circulating renin
HP:0100641	278	Neoplasm of the adrenal cortex
HP:0000789	716	Infertility
HP:0002745	1766	Oral leukoplakia
HP:0005104	5064	Hypoplastic nasal septum
HP:0003956	1023	Bowed forearm bones
HP:0100627	1102	Displacement of the urethral meatus
HP:0040309	452	Increased size of the mandible
HP:0030428	2027	Cutaneous myxoma
HP:6000281	799	Elevated urinary gamma-glutamylphenylalanine level
HP:0009189	792	Fragmentation of the metacarpal epiphyses
HP:0002639	2638	Budd-Chiari syndrome
HP:0001325	1920	Hypoglycemic coma
HP:0002037	1020	Inflammation of the large intestine
HP:0008718	4306	Unilateral renal dysplasia
HP:0011954	2936	Nodular regenerative hyperplasia of liver
HP:0004934	2035	Vascular calcification
HP:0041093	922	Beau's lines
HP:0010649	24	Flat nasal alae
HP:0011712	132	Right bundle branch block
HP:0025615	3388	Abscess
HP:0034321	1092	Elevated circulating guanidinoacetic acid concentration
HP:0041042	393	Absent neutrophil lactoferrin
HP:0001046	4778	Intermittent jaundice
HP:0003371	399	Enlargement of the proximal femoral epiphysis
HP:0012588	4905	Steroid-resistant nephrotic syndrome
HP:0007262	3275	Symmetric peripheral demyelination
HP:0011339	3484	Abnormality of upper lip vermillion
HP:0005871	1495	Metaphyseal chondrodysplasia
HP:0006499	3635	Abnormal femoral epiphysis morphology
HP:0001788	4708	Premature rupture of membranes
HP:0001131	252	Corneal dystrophy
HP:0007341	62	Diffuse swelling of cerebral white matter
HP:0040334	1013	Purulent rhinitis
HP:0002346	3525	Head tremor
HP:0001547	4097	Abnormal rib cage morphology
HP:0040275	1636	Adenocarcinoma of the large intestine
HP:0008583	3737	Underfolded superior helices
HP:0010794	1898	Impaired visuospatial constructive cognition
HP:0003003	1005	Colon cancer
HP:0031188	416	Genital edema
HP:0011786	664	Thyrotoxicosis with toxic single thyroid nodule
HP:0003514	299	Deficiency or absence of cytochrome b(-245)
HP:0002684	880	Thickened calvaria
HP:6000184	4044	Filum terminale lipoma
HP:0031244	2019	Swollen lip
HP:0040078	3311	Axonal degeneration
HP:0002151	3857	Increased circulating lactate concentration
HP:0001642	3685	Pulmonic stenosis
HP:0009596	912	Aplasia of the proximal phalanx of the 2nd finger
HP:0011910	3605	Shortening of all phalanges of fingers
HP:0006628	4830	Absent sternal ossification
HP:0002655	5496	Spondyloepiphyseal dysplasia
HP:6000217	1008	Reduced circulating acyl-CoA oxidase activity
HP:0500151	818	Hypercystinemia
HP:0006375	1480	Dumbbell-shaped femur
HP:0200133	4092	Lumbosacral meningocele
HP:0009085	3447	Alveolar ridge overgrowth
HP:0025012	2762	Status cribrosum
HP:0002986	285	Radial bowing
HP:0010558	1245	Abnormality of the clivus
HP:0009747	3872	Lumbosacral hirsutism
HP:0009460	5071	Aplasia of the 3rd finger
HP:0007994	1052	Peripheral visual field loss
HP:0003642	3739	Type I transferrin isoform profile
HP:0004625	5359	Biconvex vertebral bodies
HP:0041050	1005	Renal tubular cyst
HP:0034011	496	Reduced progressive sperm motility
HP:0020096	216	Recurrent streptococcal infections
HP:0005954	2583	Pulmonary capillary hemangiomatosis
HP:0000752	3303	Hyperactivity
HP:0009591	359	Abnormality of the vestibulocochlear nerve
HP:0004373	1585	Focal dystonia
HP:0012010	1596	EEG with frontal focal spike waves
HP:0100646	719	Thyroiditis
HP:0003763	501	Bruxism
HP:0004763	1221	Paroxysmal supraventricular tachycardia
HP:0410072	108	Increased level of ribose in urine
HP:0010712	2007	1-4 toe syndactyly
HP:0007001	3196	Loss of Purkinje cells in the cerebellar vermis
HP:0000430	770	Underdeveloped nasal alae
HP:0004442	1479	Sagittal craniosynostosis
HP:0009887	1970	Abnormality of hair pigmentation
HP:0009017	1237	Loss of gluteal subcutaneous adipose tissue
HP:0001800	2003	Hypoplastic toenails
HP:0001123	661	Visual field defect
HP:0001520	4955	Large for gestational age
HP:0030054	2753	Perifollicular fibrosis
HP:0007193	101	Bilateral tonic-clonic seizure on awakening
HP:0004227	4989	Short distal phalanx of the 5th finger
HP:0032545	3722	Abdominal rigidity
HP:0002231	1798	Sparse body hair
HP:0030602	1391	Abnormal fundus autofluorescence imaging
HP:0002367	111	Visual hallucination
HP:0025404	2311	Abnormal visual fixation
HP:0000359	3914	Abnormality of the inner ear
HP:0012753	3150	T2 hypointense basal ganglia
HP:0033682	1643	Pleomorphic xanthoastrocytoma
HP:0007544	1056	Piebald skin depigmentation
HP:0002098	533	Respiratory distress
HP:0003155	4156	Elevated circulating alkaline phosphatase concentration
HP:0012051	4558	Reactive hypoglycemia
HP:0031842	3042	Lymphangiectasis
HP:0410061	722	Increased level of galactitol in plasma
HP:0004602	656	Cervical C2/C3 vertebral fusion
HP:0012017	2695	EEG with parietal focal spikes
HP:0030139	1746	Excessive bleeding after a venipuncture
HP:0031901	137	Elevated total serum tryptase
HP:0020072	2389	Persistent EBV viremia
HP:0030142	1483	Abnormal bowel sounds
HP:0004631	1988	Decreased cervical spine flexion due to contractures of posterior cervical muscles
HP:0010953	3855	Noncommunicating hydrocephalus
HP:0001592	1743	Selective tooth agenesis
HP:0040013	1985	Decreased mitochondrial number
HP:0000444	3354	Convex nasal ridge
HP:0031077	127	Abnormal response to corticotropin releasing hormone stimulation test
HP:0030517	1828	Heteronymous hemianopia
HP:0100760	5445	Clubbing of toes
HP:0001688	1661	Sinus bradycardia
HP:0030455	4150	Abnormality of pattern visual evoked potentials
HP:0000972	2488	Palmoplantar hyperkeratosis
HP:0009844	4038	Broad middle phalanx of finger
HP:0011495	993	Abnormal corneal epithelium morphology
HP:0006715	1644	Glomus tympanicum paraganglioma
HP:0030632	5093	Hypoautofluorescent macular lesion
HP:0032573	390	Elevated urinary cytidine
HP:0100602	3642	Preeclampsia
HP:0001342	2670	Cerebral hemorrhage
HP:0100647	619	Graves disease
HP:0030417	739	Squamous cell carcinoma of the vulva
HP:0010306	3623	Short thorax
HP:0012544	3035	Elevated circulating aldolase concentration
HP:0007361	4123	Abnormal pons morphology
HP:0002627	878	Right aortic arch with mirror image branching
HP:0012257	302	Absent inner dynein arms
HP:0034217	1930	Sonographic non-visualized fetal bladder
HP:0011877	2676	Increased mean platelet volume
HP:0033446	1981	Elevated circulating butyrylcarnitine concentration
HP:0000944	2550	Abnormal metaphysis morphology
HP:0010831	4965	Impaired proprioception
HP:0007791	1712	Patchy atrophy of the retinal pigment epithelium
HP:0007456	1179	Progressive reticulate hyperpigmentation
HP:0030015	2344	Female anorgasmia
HP:0010524	1622	Disturbed sensory perception
HP:0002579	1450	Gastrointestinal dysmotility
HP:0009067	1441	Progressive spinal muscular atrophy
HP:0006152	122	Proximal symphalangism of hands
HP:0030256	406	Small intestinal polyposis
HP:0030811	1295	Tongue pain
HP:0010757	2451	Aplasia of the premaxilla
HP:0032222	1961	Serrated intestinal polyps
HP:0007587	223	Numerous pigmented freckles
HP:0002825	57	Caudal appendage
HP:0000217	986	Xerostomia
HP:0005880	1508	Metacarpophalangeal synostosis
HP:0032528	4269	Elevated urinary 4-hydroxybutyric acid
HP:0001405	1779	Periportal fibrosis
HP:0003448	2750	Decreased sensory nerve conduction velocity
HP:0030997	2036	Atretic vas deferens
HP:0025234	697	Parasomnia
HP:0025085	1991	Bloody diarrhea
HP:0009883	901	Duplication of the distal phalanx of hand
HP:0001982	5453	Sea-blue histiocytosis
HP:0004791	3332	Esophageal ulceration
HP:0025129	231	Abnormal small intestinal mucosa morphology
HP:0011163	2817	Focal sensory seizure with somatosensory features
HP:6000021	1940	Decreased circulating thrombopoietin concentration
HP:0003146	3694	Hypocholesterolemia
HP:0007162	3209	Diffuse demyelination of the cerebral white matter
HP:0005580	2594	Duplication of renal pelvis
HP:0000211	3797	Trismus
HP:0030099	110	Reduced muscle fiber alpha dystroglycan
HP:0001028	2476	Hemangioma
HP:0000979	4259	Purpura
HP:0010609	4808	Skin tags
HP:0007183	819	Focal T2 hyperintense basal ganglia lesion
HP:0008740	3941	Longitudinal vaginal septum
HP:0005476	3707	Widely patent sagittal suture
HP:0032653	3046	Elevated lactate:pyruvate ratio
HP:0031136	3932	Decreased acrosin in sperm head
HP:0006515	2330	Interstitial pneumonitis
HP:0011302	371	Long palm
HP:0030137	443	Prolonged bleeding following circumcision
HP:0012264	17	Absent central microtubular pair morphology of respiratory motile cilia
HP:0031171	2460	Femoral spur
HP:0003835	3088	Shoulder subluxation
HP:0033364	490	Lipoid pneumonia
HP:0007541	889	Frontal cutaneous lipoma
HP:0010873	5468	Cervical spinal cord atrophy
HP:0002861	2378	Melanoma
HP:0002605	3301	Hepatic necrosis
HP:0011295	3279	EEG with parietal sharp waves
HP:0001030	313	Fragile skin
HP:0008309	1018	Medium chain dicarboxylic aciduria
HP:0007346	1421	Subcortical white matter calcifications
HP:0009516	1492	Enlarged epiphysis of the middle phalanx of the 2nd finger
HP:6000333	1272	Reduced hepatic phosphorylase kinase activity
HP:0010897	1234	Hypersarcosinuria
HP:0000561	978	Absent eyelashes
HP:0031690	2529	Opportunistic infection
HP:6000623	330	Elevated urinary N-carbamyl-beta-aminoisobutyric acid level
HP:0003402	1173	Decreased miniature endplate potentials
HP:0001751	1949	Abnormal vestibular function
HP:0008817	1736	Aplastic pubic bone
HP:0007964	4542	Degenerative vitreoretinopathy
HP:0011962	972	Obstructive azoospermia
HP:0020090	1720	Post-vaccination polio
HP:0007378	326	Neoplasm of the gastrointestinal tract
HP:0004557	1910	Anterior vertebral fusion
HP:0004937	5399	Pulmonary artery aneurysm
HP:0200114	1666	Metabolic alkalosis
HP:0000612	1851	Iris coloboma
HP:0100168	386	Fragmented epiphyses
HP:0004968	968	Recurrent cerebral hemorrhage
HP:0200032	3952	Kayser-Fleischer ring
HP:0032936	1827	Intrusion symptom
HP:0030207	4458	Paradoxical respiration
HP:0012276	67	Digital flexor tenosynovitis
HP:0011985	3867	Acholic stools
HP:0012526	1186	Absence of alpha granules
HP:0002221	3666	Absent axillary hair
HP:0010830	3626	Impaired tactile sensation
HP:0025616	4028	Sterile abscess
HP:0003182	363	Shallow acetabular fossae
HP:6000334	2972	Reduced hepatic ornithine transcarbamylase activity
HP:0000414	3190	Bulbous nose
HP:0100576	481	Amaurosis fugax
HP:0000646	1862	Amblyopia
HP:0008985	1163	Increased intramuscular fat
HP:0034472	1374	Increased fecal harderoporphyrin
HP:0010851	1462	EEG with burst suppression
HP:0032009	569	Infantile constant exotropia
HP:3000038	844	Abnormal cricoid cartilage morphology
HP:0010295	5423	Aplasia/Hypoplasia of the tongue
HP:0006172	1099	Flattened, squared-off epiphyses of tubular bones
HP:0000581	57	Blepharophimosis
HP:0030260	3226	Microphallus
HP:0008225	1665	Thyroid follicular hyperplasia
HP:0004558	5034	Cervical platyspondyly
HP:0006429	220	Broad femoral neck
HP:0004472	3204	Mandibular hyperostosis
HP:0002072	1957	Chorea
HP:0012492	2379	Cerebral artery stenosis
HP:0002044	872	Zollinger-Ellison syndrome
HP:0200048	79	Cyanotic episode
HP:0004933	273	Ascending aortic dissection
HP:0031372	706	Cold paresis
HP:0040080	3269	Anteverted ears
HP:0010486	2748	Abnormality of the hypothenar eminence
HP:0002165	1962	Pterygium of nails
HP:0004863	239	Compensated hemolytic anemia
HP:0031613	479	Inferior chorioretinal coloboma
HP:0031790	3835	Mixed astigmatism
HP:6000376	1990	Jugular foramen stenosis
HP:0031051	4436	Tarsal sclerosis
HP:0009726	477	Renal neoplasm
HP:0033187	1856	Hyperimidodipeptiduria
HP:0001492	2074	Axenfeld anomaly
HP:0012852	2788	Hepatic bridging fibrosis
HP:0001563	3246	Fetal polyuria
HP:0000840	699	Adrenogenital syndrome
HP:0000734	2416	Disinhibition
HP:0007181	3819	Interosseus muscle atrophy
HP:0002404	1217	Thickened superior cerebellar peduncle
HP:0008828	5515	Delayed proximal femoral epiphyseal ossification
HP:0001334	4086	Communicating hydrocephalus
HP:0006603	285	Flared, irregular rib ends
HP:0031422	620	Abnormal cerebellar cortex morphology
